1537303900,slow_down,0,37.7992520359445,-122.41955459117891
1537303902,slow_down,2,37.7992520359445,-122.41955459117891
1537303938,speeding,60,37.7992520359445,-122.41955459117891
1537303939,speeding,54,37.7992520359445,-122.41955459117891
1537303964,speeding,64,37.7992520359445,-122.41955459117891
1537303965,speeding,56,37.7992520359445,-122.41955459117891
1537304042,slow_down,1,37.7992520359445,-122.41955459117891
1537304043,slow_down,0,37.7992520359445,-122.41955459117891
1537304045,slow_down,0,37.7992520359445,-122.41955459117891
1537304046,slow_down,0,37.7992520359445,-122.41955459117891
1537304047,slow_down,0,37.7992520359445,-122.41955459117891
1537304049,slow_down,0,37.7992520359445,-122.41955459117891
1537304050,slow_down,0,37.7992520359445,-122.41955459117891
1537304052,slow_down,0,37.7992520359445,-122.41955459117891
1537304053,slow_down,0,37.7992520359445,-122.41955459117891
1537304055,slow_down,0,37.7992520359445,-122.41955459117891
1537304056,slow_down,0,37.7992520359445,-122.41955459117891
1537304057,slow_down,0,37.7992520359445,-122.41955459117891
1537304059,slow_down,0,37.7992520359445,-122.41955459117891
1537304060,slow_down,0,37.7992520359445,-122.41955459117891
